type;word;trash;polarity
weak;basically;"anypos stemmed1=n";neutral
weak;bask;"verb stemmed1=y";positive
strong;bastard;"anypos stemmed1=y";negative
strong;bastard;"noun stemmed1=n";negative
weak;batons;"adj stemmed1=n";neutral
weak;batons;"noun stemmed1=n";neutral
weak;battered;"adj stemmed1=n";negative
weak;battering;"adj stemmed1=n";negative
weak;battering;"noun stemmed1=n";negative
weak;battle;"verb stemmed1=y";negative
strong;battle-lines;"adj stemmed1=n";negative
strong;battle-lines;"noun stemmed1=n";negative
weak;battlefield;"noun stemmed1=n";negative
strong;battleground;"adj stemmed1=n";negative
strong;battleground;"noun stemmed1=n";negative
strong;batty;"adj stemmed1=n";negative
weak;beacon;"noun stemmed1=n";positive
weak;bearish;"adj stemmed1=n";negative
strong;beast;"adj stemmed1=n";negative
strong;beast;"noun stemmed1=n";negative
strong;beastly;"adj stemmed1=n";negative
strong;beatify;"verb stemmed1=y";positive
strong;beauteous;"adj stemmed1=n";positive
strong;beautiful;"adj stemmed1=n";positive
strong;beautiful;"anypos stemmed1=y";positive
strong;beautifully;"anypos stemmed1=n";positive
strong;beautify;"verb stemmed1=y";positive
strong;beauty;"noun stemmed1=n";positive
strong;bedlam;"noun stemmed1=n";negative
strong;bedlamite;"noun stemmed1=n";negative
strong;befit;"verb stemmed1=y";positive
strong;befitting;"adj stemmed1=n";positive
strong;befoul;"verb stemmed1=y";negative
strong;befriend;"verb stemmed1=y";positive
strong;beg;"verb stemmed1=y";negative
weak;beggar;"noun stemmed1=n";negative
strong;beggarly;"adj stemmed1=n";negative
strong;begging;"adj stemmed1=n";negative
strong;begging;"noun stemmed1=n";negative
strong;beguile;"verb stemmed1=y";negative
weak;belated;"adj stemmed1=n";negative
strong;belabor;"verb stemmed1=y";negative
strong;beleaguer;"verb stemmed1=y";negative
strong;belie;"verb stemmed1=y";negative
strong;belief;"adj stemmed1=n";neutral
strong;belief;"noun stemmed1=n";neutral
weak;beliefs;"adj stemmed1=n";neutral
weak;beliefs;"noun stemmed1=n";neutral
strong;believable;"adj stemmed1=n";positive
strong;believe;"verb stemmed1=y";neutral
strong;belittle;"verb stemmed1=y";negative
strong;belittled;"adj stemmed1=n";negative
strong;belittling;"anypos stemmed1=y";negative
strong;bellicose;"adj stemmed1=n";negative
strong;bellicose;"noun stemmed1=n";negative
strong;belligerence;"noun stemmed1=n";negative
strong;belligerent;"adj stemmed1=n";negative
strong;belligerent;"anypos stemmed1=y";negative
strong;belligerently;"anypos stemmed1=n";negative
strong;beloved;"adj stemmed1=n";positive
strong;bemoan;"verb stemmed1=y";negative
strong;bemoaning;"adj stemmed1=n";negative
strong;bemused;"adj stemmed1=n";negative
weak;benefactor;"noun stemmed1=n";positive
weak;beneficial;"adj stemmed1=n";positive
strong;beneficent;"adj stemmed1=n";positive
strong;beneficial;"anypos stemmed1=y";positive
strong;beneficially;"anypos stemmed1=y";positive
strong;beneficiary;"adj stemmed1=n";positive
strong;beneficiary;"noun stemmed1=n";positive
weak;benefit;"adj stemmed1=n";positive
weak;benefit;"noun stemmed1=n";positive
weak;benefits;"adj stemmed1=n";positive
weak;benefits;"noun stemmed1=n";positive
strong;benevolence;"noun stemmed1=n";positive
strong;benevolent;"adj stemmed1=n";positive
weak;benign;"adj stemmed1=n";positive
weak;bent;"adj stemmed1=n";negative
strong;berate;"verb stemmed1=y";negative
strong;bereave;"verb stemmed1=y";negative
strong;bereavement;"noun stemmed1=n";negative
strong;bereft;"anypos stemmed1=n";negative
strong;berserk;"adj stemmed1=n";negative
strong;beseech;"verb stemmed1=y";negative
weak;beset;"adj stemmed1=n";negative
strong;besides;"anypos stemmed1=y";neutral
weak;besiege;"verb stemmed1=y";negative
strong;besmirch;"verb stemmed1=y";negative
strong;best;"anypos stemmed1=y";positive
strong;best-known;"adj stemmed1=n";positive
strong;best-performing;"adj stemmed1=n";positive
weak;best-selling;"adj stemmed1=n";positive
strong;bestial;"adj stemmed1=n";negative
strong;betray;"verb stemmed1=y";negative
strong;betrayal;"noun stemmed1=n";negative
strong;betrayals;"noun stemmed1=n";negative
strong;betrayer;"noun stemmed1=n";negative
strong;better;"adj stemmed1=n";positive
weak;better;"anypos stemmed1=y";positive
strong;better-known;"adj stemmed1=n";positive
strong;better-than-expected;"adj stemmed1=n";positive
strong;bewail;"verb stemmed1=y";negative
weak;beware;"verb stemmed1=y";negative
strong;bewilder;"verb stemmed1=y";negative
strong;bewildered;"adj stemmed1=n";negative
strong;bewildering;"adj stemmed1=n";negative
strong;bewildering;"anypos stemmed1=n";negative
strong;bewilderingly;"anypos stemmed1=n";negative
strong;bewilderment;"noun stemmed1=n";negative
strong;bewitch;"verb stemmed1=y";negative
strong;bias;"adj stemmed1=n";negative
strong;bias;"noun stemmed1=n";negative
strong;bias;"verb stemmed1=y";negative
strong;biased;"adj stemmed1=n";negative
strong;biased;"noun stemmed1=n";negative
strong;biases;"adj stemmed1=n";negative
strong;biases;"noun stemmed1=n";negative
strong;bicker;"verb stemmed1=y";negative
strong;bickering;"anypos stemmed1=n";negative
weak;bid-rigging;"adj stemmed1=n";negative
weak;big;"adj stemmed1=n";neutral
strong;bitch;"verb stemmed1=y";negative
strong;bitchy;"adj stemmed1=n";negative
strong;biting;"adj stemmed1=n";negative
strong;bitingly;"anypos stemmed1=n";negative
strong;bitter;"adj stemmed1=n";negative
strong;bitterly;"anypos stemmed1=n";negative
strong;bitterness;"noun stemmed1=n";negative
strong;bizarre;"adj stemmed1=n";negative
strong;blab;"verb stemmed1=y";negative
strong;blabber;"verb stemmed1=y";negative
weak;black;"adj stemmed1=n";negative
weak;blackmail;"verb stemmed1=y";negative
strong;blah;"anypos stemmed1=y";negative
strong;blame;"adj stemmed1=n";negative
strong;blame;"noun stemmed1=n";negative
strong;blame;"verb stemmed1=y";negative
strong;blameless;"adj stemmed1=n";positive
strong;blameworthy;"adj stemmed1=n";negative
strong;bland;"adj stemmed1=n";negative
strong;blandish;"verb stemmed1=y";negative
strong;blaspheme;"verb stemmed1=y";negative
strong;blasphemous;"adj stemmed1=n";negative
strong;blasphemous;"anypos stemmed1=y";negative
strong;blasphemy;"noun stemmed1=n";negative
weak;blast;"anypos stemmed1=y";negative
strong;blasted;"anypos stemmed1=y";negative
strong;blatant;"adj stemmed1=n";negative
strong;blatantly;"adj stemmed1=n";negative
strong;blather;"verb stemmed1=y";negative
strong;bleak;"adj stemmed1=n";negative
strong;bleakly;"anypos stemmed1=n";negative
strong;bleakness;"noun stemmed1=n";negative
weak;bleed;"verb stemmed1=y";negative
weak;blemish;"noun stemmed1=n";negative
weak;blemish;"verb stemmed1=y";negative
strong;bless;"verb stemmed1=y";positive
strong;blessing;"adj stemmed1=n";positive
strong;blessing;"noun stemmed1=n";positive
weak;blind;"anypos stemmed1=n";negative
strong;blinding;"adj stemmed1=n";negative
strong;blinding;"anypos stemmed1=y";negative
strong;blindingly;"adj stemmed1=n";negative
weak;blindness;"adj stemmed1=n";negative
strong;blindside;"verb stemmed1=y";negative
strong;bliss;"noun stemmed1=n";positive
strong;blissful;"adj stemmed1=n";positive
strong;blissfully;"adverb stemmed1=n";positive
strong;blister;"verb stemmed1=y";negative
strong;blistering;"adj stemmed1=n";negative
strong;blithe;"adj stemmed1=n";positive
strong;bloated;"adj stemmed1=n";negative
weak;block;"noun stemmed1=n";negative
weak;block;"verb stemmed1=y";negative
strong;blockhead;"adj stemmed1=n";negative
weak;blood;"adj stemmed1=n";neutral
weak;blood;"noun stemmed1=n";negative
strong;bloodshed;"noun stemmed1=n";negative
strong;bloodthirsty;"adj stemmed1=n";negative
weak;bloody;"adj stemmed1=n";negative
weak;bloom;"verb stemmed1=y";positive
weak;blossom;"verb stemmed1=y";positive
weak;blow;"adj stemmed1=n";negative
weak;blow;"noun stemmed1=n";negative
strong;blunder;"adj stemmed1=n";negative
strong;blunder;"noun stemmed1=n";negative
strong;blundering;"anypos stemmed1=n";negative
strong;blunders;"anypos stemmed1=n";negative
strong;blunt;"adj stemmed1=n";negative
weak;blur;"verb stemmed1=y";negative
strong;blurt;"verb stemmed1=y";negative
strong;boast;"verb stemmed1=y";positive
strong;boast;"verb stemmed1=y";negative
strong;boastful;"adj stemmed1=n";negative
strong;boggle;"verb stemmed1=y";negative
strong;bogus;"adj stemmed1=n";negative
strong;boil;"verb stemmed1=y";negative
strong;boiling;"adverb stemmed1=n";negative
strong;boisterous;"adj stemmed1=n";negative
strong;bold;"adj stemmed1=n";positive
strong;boldly;"adverb stemmed1=n";positive
strong;boldness;"noun stemmed1=n";positive
strong;bolster;"verb stemmed1=y";positive
weak;bombard;"verb stemmed1=y";negative
weak;bomb;"verb stemmed1=y";negative
strong;bombardment;"adj stemmed1=n";negative
strong;bombardment;"noun stemmed1=n";negative
strong;bombastic;"adj stemmed1=n";negative
strong;bondage;"noun stemmed1=n";negative
strong;bonkers;"adj stemmed1=n";negative
strong;bonkers;"noun stemmed1=n";negative
strong;bonny;"adj stemmed1=n";positive
weak;bonus;"noun stemmed1=n";positive
weak;boom;"noun stemmed1=n";positive
weak;booming;"adj stemmed1=n";positive
weak;boost;"adj stemmed1=n";positive
weak;boost;"verb stemmed1=y";positive
strong;bore;"verb stemmed1=y";negative
strong;boredom;"noun stemmed1=n";negative
strong;boring;"adj stemmed1=n";negative
strong;boring;"anypos stemmed1=y";negative
strong;botch;"verb stemmed1=y";negative
strong;bother;"noun stemmed1=n";negative
strong;bother;"verb stemmed1=y";negative
strong;bothersome;"adj stemmed1=n";negative
strong;boundless;"adj stemmed1=n";positive
strong;bountiful;"adj stemmed1=n";positive
strong;bowdlerize;"verb stemmed1=y";negative
weak;boycott;"adj stemmed1=n";negative
weak;boycott;"noun stemmed1=n";negative
strong;brag;"noun stemmed1=n";both
strong;brag;"verb stemmed1=y";both
strong;braggart;"anypos stemmed1=y";negative
strong;braggart;"noun stemmed1=n";negative
strong;bragger;"anypos stemmed1=y";negative
strong;bragger;"noun stemmed1=n";negative
strong;brains;"adj stemmed1=n";positive
strong;brains;"noun stemmed1=n";positive
strong;brainwash;"verb stemmed1=y";negative
strong;brainy;"adj stemmed1=n";positive
strong;brash;"adj stemmed1=n";negative
strong;brashly;"anypos stemmed1=n";negative
strong;brashness;"noun stemmed1=n";negative
strong;brat;"noun stemmed1=n";negative
strong;bravado;"noun stemmed1=n";negative
strong;brave;"adj stemmed1=n";positive
strong;brave;"verb stemmed1=y";positive
strong;bravery;"adj stemmed1=n";positive
strong;bravery;"noun stemmed1=n";positive
strong;brazen;"anypos stemmed1=n";negative
strong;brazenly;"anypos stemmed1=n";negative
strong;brazenly;"anypos stemmed1=n";negative
strong;brazenness;"noun stemmed1=n";negative
strong;brazenness;"noun stemmed1=n";negative
weak;breach;"adj stemmed1=n";negative
weak;breach;"noun stemmed1=n";negative
weak;break;"verb stemmed1=y";negative
strong;break-point;"adj stemmed1=n";negative
strong;break-point;"noun stemmed1=n";negative
weak;breakdown;"verb stemmed1=y";negative
weak;breakthrough;"adj stemmed1=n";positive
weak;breakthrough;"noun stemmed1=n";positive
weak;breakthroughs;"adj stemmed1=n";positive
weak;breakthroughs;"noun stemmed1=n";positive
strong;breathlessness;"adj stemmed1=n";positive
strong;breathlessness;"noun stemmed1=n";positive
strong;breathtaking;"adj stemmed1=n";positive
strong;breathtakingly;"anypos stemmed1=n";positive
weak;bright;"adj stemmed1=n";positive
weak;brighten;"anypos stemmed1=y";positive
weak;brightness;"noun stemmed1=n";positive
weak;brilliance;"noun stemmed1=n";positive
strong;brilliant;"adj stemmed1=n";positive
strong;brilliant;"anypos stemmed1=y";positive
strong;brilliantly;"anypos stemmed1=n";positive
strong;brimstone;"adj stemmed1=n";negative
strong;brimstone;"noun stemmed1=n";negative
weak;brisk;"adj stemmed1=n";positive
strong;bristle;"verb stemmed1=y";negative
weak;brittle;"adj stemmed1=n";negative
weak;broad;"adj stemmed1=n";positive
weak;broad-based;"adj stemmed1=n";neutral
weak;broke;"adj stemmed1=n";negative
strong;broken-hearted;"adj stemmed1=n";negative
strong;brood;"verb stemmed1=y";negative
strong;brook;"verb stemmed1=y";positive
weak;brotherly;"adj stemmed1=n";positive
strong;browbeat;"verb stemmed1=y";negative
weak;bruise;"noun stemmed1=n";negative
strong;brusque;"adj stemmed1=n";negative
strong;brutal;"adj stemmed1=n";negative
strong;brutalising;"adj stemmed1=n";negative
strong;brutalising;"noun stemmed1=n";negative
strong;brutalities;"anypos stemmed1=n";negative
strong;brutalities;"noun stemmed1=n";negative
strong;brutality;"noun stemmed1=n";negative
strong;brutalize;"verb stemmed1=y";negative
strong;brutalizing;"adj stemmed1=n";negative
strong;brutally;"anypos stemmed1=n";negative
strong;brute;"noun stemmed1=n";negative
strong;brutish;"adj stemmed1=n";negative
weak;bug;"verb stemmed1=y";negative
weak;buckle;"verb stemmed1=y";negative
weak;bulky;"adj stemmed1=n";negative
weak;bull;"adj stemmed1=n";positive
weak;bull;"noun stemmed1=n";positive
strong;bullies;"adj stemmed1=n";negative
strong;bullies;"noun stemmed1=n";negative
weak;bullish;"adj stemmed1=n";positive
weak;bullish;"noun stemmed1=n";positive
strong;bully;"adj stemmed1=n";negative
strong;bully;"noun stemmed1=n";negative
strong;bullyingly;"anypos stemmed1=n";negative
weak;bum;"noun stemmed1=n";negative
weak;bumpy;"adj stemmed1=n";negative
strong;bungle;"verb stemmed1=y";negative
strong;bungler;"anypos stemmed1=y";negative
weak;bunk;"noun stemmed1=n";negative
weak;buoyant;"adj stemmed1=n";positive
strong;burden;"adj stemmed1=n";negative
strong;burden;"noun stemmed1=n";negative
strong;burdensome;"adj stemmed1=n";negative
strong;burdensome;"anypos stemmed1=y";negative
strong;burdensomely;"anypos stemmed1=y";negative
strong;burn;"verb stemmed1=y";negative
weak;busy;"adj stemmed1=n";negative
strong;busybody;"noun stemmed1=n";negative
weak;butcher;"verb stemmed1=y";negative
strong;butchery;"noun stemmed1=n";negative
strong;byzantine;"adj stemmed1=n";negative
strong;cackle;"verb stemmed1=y";negative
strong;cajole;"verb stemmed1=y";negative
strong;calamities;"noun stemmed1=n";negative
strong;calamitous;"adj stemmed1=n";negative
strong;calamitously;"anypos stemmed1=n";negative
strong;calamity;"anypos stemmed1=y";negative
strong;calamity;"noun stemmed1=n";negative
strong;callous;"adj stemmed1=n";negative
weak;calm;"adj stemmed1=n";positive
weak;calm;"verb stemmed1=y";positive
strong;calming;"anypos stemmed1=y";positive
weak;calmness;"noun stemmed1=n";positive
strong;calumniate;"verb stemmed1=y";negative
strong;calumniation;"noun stemmed1=n";negative
strong;calumnies;"noun stemmed1=n";negative
strong;calumnious;"adj stemmed1=n";negative
strong;calumniously;"anypos stemmed1=n";negative
strong;calumny;"noun stemmed1=n";negative
weak;cancer;"noun stemmed1=n";negative
weak;cancerous;"adj stemmed1=n";negative
strong;candid;"adj stemmed1=n";positive
strong;candor;"noun stemmed1=n";positive
strong;cannibal;"noun stemmed1=n";negative
strong;cannibalize;"verb stemmed1=y";negative
weak;capable;"adj stemmed1=n";positive
weak;capability;"noun stemmed1=n";positive
weak;capably;"adj stemmed1=n";positive
weak;capitalize;"verb stemmed1=y";positive
weak;capitulate;"verb stemmed1=y";negative
strong;capricious;"adj stemmed1=n";negative
strong;capriciously;"anypos stemmed1=n";negative
strong;capriciousness;"noun stemmed1=n";negative
weak;capsize;"verb stemmed1=y";negative
strong;captivate;"verb stemmed1=y";positive
strong;captivating;"adj stemmed1=n";positive
strong;captivation;"noun stemmed1=n";positive
weak;captive;"adj stemmed1=n";negative
weak;care;"verb stemmed1=y";positive
strong;carefree;"adj stemmed1=n";positive
weak;careful;"adj stemmed1=n";positive
strong;careless;"adj stemmed1=n";negative
strong;carelessness;"noun stemmed1=n";negative
strong;caricature;"verb stemmed1=y";negative
strong;carnage;"noun stemmed1=n";negative
strong;carp;"verb stemmed1=y";negative
weak;cartoon;"adj stemmed1=n";negative
weak;cartoon;"noun stemmed1=n";negative
strong;cartoonish;"anypos stemmed1=y";negative
weak;cash-strapped;"adj stemmed1=n";negative
strong;castigate;"verb stemmed1=y";negative
weak;casualty;"noun stemmed1=y";negative
strong;cataclysm;"noun stemmed1=n";negative
strong;cataclysmal;"adj stemmed1=n";negative
strong;cataclysmic;"adj stemmed1=n";negative
strong;cataclysmically;"anypos stemmed1=n";negative
strong;catalyst;"adj stemmed1=n";positive
strong;catalyst;"noun stemmed1=n";positive
strong;catastrophe;"anypos stemmed1=y";negative
strong;catastrophe;"noun stemmed1=n";negative
strong;catastrophes;"noun stemmed1=n";negative
strong;catastrophic;"adj stemmed1=n";negative
strong;catastrophic;"anypos stemmed1=y";negative
strong;catastrophically;"anypos stemmed1=n";negative
strong;catchy;"adj stemmed1=n";positive
strong;caustic;"adj stemmed1=n";negative
strong;caustically;"anypos stemmed1=n";negative
strong;cautionary;"adj stemmed1=n";negative
weak;cautious;"adj stemmed1=n";negative
weak;cave;"verb stemmed1=y";negative
weak;ceaseless;"adj stemmed1=n";neutral
strong;celebrate;"verb stemmed1=y";positive
strong;celebrated;"adj stemmed1=n";positive
strong;celebration;"noun stemmed1=n";positive
strong;celebratory;"anypos stemmed1=y";positive
weak;celebrity;"noun stemmed1=n";positive
strong;censure;"adj stemmed1=n";negative
strong;censure;"noun stemmed1=n";negative
strong;censure;"verb stemmed1=y";negative
weak;central;"adj stemmed1=n";neutral
weak;certain;"anypos stemmed1=y";neutral
strong;certainly;"anypos stemmed1=n";neutral
